,caption,image_path,label
28,Image of an electric powered BasiGo bus bursting into flames on Karen Road in Kenya.,images/true_9.jpg,miscaptioned
29,"Image of a bus powered by compressed natural gas, bursting into flames in Italy.",images/false_9.jpg,out-of-context
30,A Norwegian naval ship is being struck by a missile that was fired by the Norwegian Navy in 2013,images/true_10.jpg,true
31,Image shows an explosion on a Russian warship as it is struck with a Ukrainian missile in April 2022.,images/true_10.jpg,miscaptioned
32,A Norwegian naval ship is being struck by a missile that was fired by the Norwegian Navy in 2013,images/false_10.jpg,out-of-context
33,Image shows an art installation of a giant snake by the Chinese artist Huang Yong Ping is exhibited on a beach in France.,images/true_11.jpg,true
34,"Image shows a giant snake skeleton, that of the extinct Titanoboa, was discovered in France on Google Maps.",images/true_11.jpg,miscaptioned
35,Image shows an art installation of a giant snake by the Chinese artist Huang Yong Ping is exhibited on a beach in France.,images/false_11.jpg,out-of-context
36,Image shows historical plane being towed behind a tractor while celebrating the 20th anniversary of the formation of the Croatian Armed Forces in 2011.,images/true_12.jpg,true
37,"Image shows Russian plane being towed behind a tractor in Ukraine, February 2022.",images/true_12.jpg,miscaptioned
38,Image shows historical plane being towed behind a tractor while celebrating the 20th anniversary of the formation of the Croatian Armed Forces in 2011.,images/false_12.jpg,out-of-context
39,A image taken from the movie 'The Search' shows Russian soldiers before they start killing Chechnyans at the start of the Second Chechnyan War.,images/true_13.jpg,true
40,Image from a video shows Ukrainian soldiers killing civilians in Chechnya.,images/true_13.jpg,miscaptioned
41,A image taken from the movie 'The Search' shows Russian soldiers before they start killing Chechnyans at the start of the Second Chechnyan War.,images/false_13.jpg,out-of-context
42,"Image shows a 'Die in' climate protest in Austria, where protesters got inside of body bags to signify the catastrophic impact that current climate policy could have on the world.",images/true_14.jpg,true
43,News report on the death toll from Russia's invasion of Ukraine showed a dead person in a body bag moving.,images/true_14.jpg,miscaptioned
44,"Image shows a 'Die in' climate protest in Austria, where protesters got inside of body bags to signify the catastrophic impact that current climate policy could have on the world.",images/false_14.jpg,out-of-context
45,Image of a 12 year old Palestinian activist girl confronting an Israeli soldier in November 2012.,images/true_15.jpg,true
46,"Image of an 8 year old Ukrainian girl confronting a Russian soldier and telling him to go back to his country, taken during Russia's invasion of Ukraine in March 2022.",images/true_15.jpg,miscaptioned
47,Image of a 12 year old Palestinian activist girl confronting an Israeli soldier in November 2012.,images/false_15.jpg,out-of-context
48,Picture of China launching a space rocket in December 2019.,images/true_16.jpg,true
49,Picture of China launching an artificial sun in January 2022.,images/true_16.jpg,miscaptioned
50,Picture of China launching a space rocket in December 2019.,images/false_16.jpg,out-of-context
51,Photograph shows a person hanging from a helicopter with a harness while waving to the people on the ground.,images/true_17.jpg,true
52,Photograph shows an American interpreter being hanged from a Black Hawk helicopter that is flown by the Taliban.,images/true_17.jpg,miscaptioned
53,Photograph shows a person hanging from a helicopter with a harness while waving to the people on the ground.,images/false_17.jpg,out-of-context
54,Image shows U.S. Senator Rand Paul receiving a booster vaccination for Hepatitis A in 2015.,images/true_18.jpg,true
55,Image shows U.S. Senator Rand Paul receiving a COVID-19 vaccination in 2021.,images/true_18.jpg,miscaptioned
56,Image shows U.S. Senator Rand Paul receiving a booster vaccination for Hepatitis A in 2015.,images/false_18.jpg,out-of-context
57,"Image shows Autolib storing some of their cars, that are in 'not-so-good condition', in a lot in an industrial area near Romorantin in Loir-et-Cher, France.",images/true_19.jpg,true
58,"Image shows a 'boneyard' of electric vehicles, abandoned because their battery storage cells gave out.",images/true_19.jpg,miscaptioned
59,Image shows plastic bags of gasoline in the trunk of a car after two men attempted to steal gasoline from a gas station in Mexico in 2019.,images/false_20.jpg,out-of-context
60,A photograph from 1898 that features a young girl who bares a striking resemblance to 21st-century environmental activist Greta Thunberg.,images/true_21.jpg,true
61,A photograph from 1898 shows 21st-century environmental activist Greta Thunberg.,images/true_21.jpg,miscaptioned
62,"Photograph of U.S. presidential candidate Joe Biden kneeling to speak with a young boy in Detroit, Michigan, in September 2020.",images/true_22.jpg,true
63,Photograph of U.S. President Joe Biden kneeling in front of George Floyd’s son to apologize for the death of his father while in police custody.,images/true_22.jpg,miscaptioned
64,"Photograph of U.S. presidential candidate Joe Biden kneeling to speak with a young boy in Detroit, Michigan, in September 2020.",images/false_22.jpg,out-of-context
65,"Photograph of Prince Philip wearing the ceremonial dress, preparing to escort Queen Elizabeth to the ceremony of the Grenadier Guards.",images/true_23.jpg,true
66,Photograph of Queen Elizabeth laughing after Prince Philip pranked her by disguising himself as a palace guard.,images/true_23.jpg,miscaptioned
67,"Photograph of Prince Philip wearing the ceremonial dress, preparing to escort Queen Elizabeth to the ceremony of the Grenadier Guards.",images/false_23.jpg,out-of-context
68,"Photograph of U.S. Senator Lindsey Graham with far-right politician Geert Wilders at the Ambrosetti Forum, an annual international economic conference in Italy September 2019.",images/true_24.jpg,true
69,Photograph of U.S. Senator Lindsey Graham with far-right politician Geert Wilders in March 2021.,images/true_24.jpg,miscaptioned
70,"Photograph of U.S. Senator Lindsey Graham with far-right politician Geert Wilders at the Ambrosetti Forum, an annual international economic conference in Italy September 2019.",images/false_24.jpg,out-of-context
71,"Photograph shows a boat being frozen in Geneva, Switzerland, in 2005",images/true_25.jpg,true
72,Photograph shows the 'USS Al Gore' global warming research vessel being frozen in February 2021.,images/true_25.jpg,miscaptioned
73,"Photograph shows a boat being frozen in Geneva, Switzerland, in 2005",images/false_25.jpg,out-of-context
74,Image of a sculpture handmade by Susi Brister that is made out of platinum blonde hair extension and is exhibited at the Lawndale Art Center in Houston.,images/true_26.jpg,true
75,"Image of a human-sized lion mane mushroom growing in a swamp documented on February 13, 2021",images/true_26.jpg,miscaptioned
76,Image of a sculpture handmade by Susi Brister that is made out of platinum blonde hair extension and is exhibited at the Lawndale Art Center in Houston.,images/false_26.jpg,out-of-context
77,"Image shows Donald J. Trump participating in a video teleconference call with military members on Christmas Eve in Palm Beach, Florida on December 24, 2017.",images/true_27.jpg,true
78,Image shows former U.S. President Donald Trump participating in a video conference with the American military to plan a coup so he could retake the White House.,images/true_27.jpg,miscaptioned
79,"Α photograph shows οne of the nine parents that were deported by Trump, being reunited with his child in the U.S. in January 2020.",images/true_28.jpg,true
80,"Α photograph shows οne of the nine parents that were deported by Trump, being reunited with his child in the U.S. during the Biden administration in February 2021.",images/true_28.jpg,miscaptioned
81,"Α photograph shows οne of the nine parents that were deported by Trump, being reunited with his child in the U.S. in January 2020.",images/false_28.jpg,out-of-context
82,Photograph of a spectacled hairless Andean bear named Dolores.,images/true_29.jpg,true
83,Photograph of a new animal species that's taking over at Chernobyl.,images/true_29.jpg,miscaptioned
84,Image shows former child star Amanda Bynes wearing a willie product support t-shirt.,images/true_30.jpg,true
85,Image shows former child star Amanda Bynes working a 9 to 5 job in product support.,images/true_30.jpg,miscaptioned
86,Photograph shows historical artifacts from the White House being returned to museums and galleries at the end of the president's Trump term.,images/true_31.jpg,true
87,Photograph shows Trump family looting historical artifacts from the White House.,images/true_31.jpg,miscaptioned
88,Photograph shows historical artifacts from the White House being returned to museums and galleries at the end of the president's Trump term.,images/false_31.jpg,out-of-context
89,"Image of a cross being erected by rioters in Michigan Jan. 6, 2020, during a protest against the 2020 election results.",images/false_32.jpg,out-of-context
90,Photograph of a triceratops model being unloaded from a truck at the Mojosemi Forest Park in Indonesia.,images/true_33.jpg,true
91,Photograph of a living triceratops being unloaded from a truck in Indonesia in December 2020.,images/true_33.jpg,miscaptioned
92,Photograph of a triceratops model being unloaded from a truck at the Mojosemi Forest Park in Indonesia.,images/false_33.jpg,out-of-context
93,"Image shows demonstrators during the March for Our Lives rally on March 24, 2018 in the District of Columbia.",images/true_34.jpg,true
94,Image shows Make America Great Again (MAGA) demonstrators packing the streets of the District of Columbia.,images/true_34.jpg,miscaptioned
95,"Image shows demonstrators during the March for Our Lives rally on March 24, 2018 in the District of Columbia.",images/false_34.jpg,out-of-context
96,"A photograph of Wernher von Braun walking on a replica model of the moon landing at the Southeastern Fair in Atlanta, Georgia.",images/true_35.jpg,true
97,A banned photograph of a man in a suit walking on the moon reveals the 1969 moon landing was a hoax.,images/true_35.jpg,miscaptioned
98,"A photograph of Wernher von Braun walking on a replica model of the moon landing at the Southeastern Fair in Atlanta, Georgia.",images/false_35.jpg,out-of-context
99,"A selfie of Paris Hilton and Britney Spears, taken in 2006.",images/true_36.jpg,true
100,"This photograph of Paris Hilton and Britney Spears, taken by Hilton in 2006, was the world's first selfie.",images/true_36.jpg,miscaptioned
101,"A selfie of Paris Hilton and Britney Spears, taken in 2006.",images/false_36.jpg,out-of-context
102,A merch seller desplaying Nazi and Confederate flags at the Braddock's Inn flea market in Pennsylvania in September 2020.,images/false_37.jpg,out-of-context
103,Image shows three U.S. Democratic senators during the confirmation hearing of Supreme Court nominee Brett Kavanaugh in September 2018.,images/false_38.jpg,out-of-context
104,Photograph shows empty envelopes being disposed after the election in November 2018.,images/true_39.jpg,true
105,Photograph shows over a thousand mail-in ballots that were discovered in a California landfill in September 2020.,images/true_39.jpg,miscaptioned
106,Photograph shows empty envelopes being disposed after the election in November 2018.,images/false_39.jpg,out-of-context
107,"Image shows portions of a fishnet as well as several fish being stuck up on power lines after traffic accident with a fisherman boat, in Augustu 2020.",images/true_40.jpg,true
108,"Image shows two sharks being stuck on power lines several feet above the ground during Hurricane Laura, in August 2020.",images/true_40.jpg,miscaptioned
109,"Image shows portions of a fishnet as well as several fish being stuck up on power lines after traffic accident with a fisherman boat, in Augustu 2020.",images/false_40.jpg,out-of-context
110,A photograph of a 19 year-old Japanese student with an unusual punk-inspired style who has garnered some attention in the Tokyo.,images/true_41.jpg,true
111,A photograph shows the Supreme Army General of Antifa in Portland.,images/true_41.jpg,miscaptioned
112,A photograph of a 19 year-old Japanese student with an unusual punk-inspired style who has garnered some attention in the Tokyo.,images/false_41.jpg,out-of-context
113,"Photograph shows a member of Batista's army who was charged as a war criminal, being executed by a Fidel Castro firing squad.",images/true_42.jpg,true
114,Photograph shows a priest giving the last rites to a Cuban farmer who was being executed because he refused to work for the Castro regime.,images/true_42.jpg,miscaptioned
115,"Photograph shows a member of Batista's army who was charged as a war criminal, being executed by a Fidel Castro firing squad.",images/false_42.jpg,out-of-context
116,Photograph of goodyear Blimp flying over New Jersey in September 2020.,images/true_43.jpg,true
117,Photograph of unidentified flying object (UFO) flying over New Jersey in September 2020.,images/true_43.jpg,miscaptioned
118,Photograph of goodyear Blimp flying over New Jersey in September 2020.,images/false_43.jpg,out-of-context
119,"Photograph shows mounds of refuse and other trash in Greenpoint, a neighborhood in northern Brooklyn, New York after a trash fire.",images/true_44.jpg,true
120,Photograph shows mounds of refuse and other trash left behind by protesters in Seattle's Capitol Hill Autonomous Zone.,images/true_44.jpg,miscaptioned
121,"Photograph shows mounds of refuse and other trash in Greenpoint, a neighborhood in northern Brooklyn, New York after a trash fire.",images/false_44.jpg,out-of-context
122,"Image of Jesus by artist Rob Ferrel who uses a variety of media to create his artworks, including salt and other food products.",images/true_45.jpg,true
123,Image of Jesus on a table miraculously formed after salt was spilled from a fallen shaker.,images/true_45.jpg,miscaptioned
124,"Image of Jesus by artist Rob Ferrel who uses a variety of media to create his artworks, including salt and other food products.",images/false_45.jpg,out-of-context
125,"Image of President Bill Clinton siting next to Reverend Jesse Jackson during the homegoing service for Jackson's mother, Helen Burns Jackson, at Springfield Baptist Church on Monday, September 14, 2015.",images/false_46.jpg,out-of-context
126,"Photograph shows buses of the Toronto Raptors team, who wrapped their buses with the Black Lives Matter name to show of support for the movement.",images/true_47.jpg,true
127,Photograph shows buses purchased by Black Lives Matter to transport members to riots.,images/true_47.jpg,miscaptioned
128,"Photograph shows buses of the Toronto Raptors team, who wrapped their buses with the Black Lives Matter name to show of support for the movement.",images/false_47.jpg,out-of-context
129,"Image of Joe Biden kissing his 19-year-old granddaughter, Finnegan Biden.",images/true_48.jpg,true
130,Image of Joe Biden kissing a 15-year-old girl on the lips.,images/true_48.jpg,miscaptioned
131,Photograph of Dr. Nancy Sullivan of NIH’s National Institute of Allergy and Infectious Diseases (NIAID) discussing Ebola research with President Barack Obama as NIAID Director Dr. Anthony Fauci and HHS Secretary Sylvia Burwell look on.,images/true_49.jpg,true
132,"Photgraph of President Obama, Dr. Anthony Fauci, and Melinda Gates at a laboratory in Wuhan, China, in 2015.",images/true_49.jpg,miscaptioned
133,Photograph of Dr. Nancy Sullivan of NIH’s National Institute of Allergy and Infectious Diseases (NIAID) discussing Ebola research with President Barack Obama as NIAID Director Dr. Anthony Fauci and HHS Secretary Sylvia Burwell look on.,images/false_49.jpg,out-of-context
134,Artwork 'Maskcommunication' by artists named Trinidad was created to raise money for teachers who had been stranded by the COVID-19 pandemic.,images/true_51.jpg,true
135,Mural painted in 1994 at Denver International Airport that shows citizens of the world wearing masks.,images/true_51.jpg,miscaptioned
136,Artwork 'Maskcommunication' by artists named Trinidad was created to raise money for teachers who had been stranded by the COVID-19 pandemic.,images/false_51.jpg,out-of-context
137,A photograph shows the Bettmann Archive showing a woman and a young boy dressed in KKK garb.,images/true_52.jpg,true
138,A photograph shows Georgia Governor Brian Kemp and his mother dressed in KKK garb.,images/true_52.jpg,miscaptioned
139,A photograph shows the Bettmann Archive showing a woman and a young boy dressed in KKK garb.,images/false_52.jpg,out-of-context
140,Image shows a person in blackface taken into police custody for causing a disturbance during an anti-racism march a Canadian city.,images/true_53.jpg,true
141,Image shows an arrested looter amid social unrest in 2020 wearing blackface.,images/true_53.jpg,miscaptioned
142,Image shows a person in blackface taken into police custody for causing a disturbance during an anti-racism march a Canadian city.,images/false_53.jpg,out-of-context
143,Surveillance camera footage shows an attempted robbery and assault that took place in Minneapolis in August 2019,images/true_54.jpg,true
144,Surveillance camera footage shows person being attacked by Black Lives Matter protesters in June 2020.,images/true_54.jpg,miscaptioned
145,Surveillance camera footage shows an attempted robbery and assault that took place in Minneapolis in August 2019,images/false_54.jpg,out-of-context
146,"Image shows former U.S. President Barack Obama and first lady Michelle Obama joined thousands of Americans to mark the 50th anniversary of the civil rights march from Selma to Montgomery, Alabama in 2015.",images/true_55.jpg,true
147,Image shows former U.S. President Barack Obama and first lady Michelle Obama marching with protesters against racial injustice and police violence in June 2020.,images/true_55.jpg,miscaptioned
148,"Image shows former U.S. President Barack Obama and first lady Michelle Obama joined thousands of Americans to mark the 50th anniversary of the civil rights march from Selma to Montgomery, Alabama in 2015.",images/false_55.jpg,out-of-context
149,"Image shows a member of the 173rd Airborne Brigade sitting on a pile of gold, after nearly 1,000 gold bars were confiscated from a truck in Kirkuk, Iraq in May 2003.",images/true_56.jpg,true
150,Image shows U.S. Senator Tom Cotton of Arkansas sitting on a pile of gold during his time in the military.,images/true_56.jpg,miscaptioned
151,"Image shows a member of the 173rd Airborne Brigade sitting on a pile of gold, after nearly 1,000 gold bars were confiscated from a truck in Kirkuk, Iraq in May 2003.",images/false_56.jpg,out-of-context
152,"Image shows demonstrators wearing 'I Can Breathe' shirts in December 2014, months after the death of Eric Garner, a black man, at the hands of an NYPD officer.",images/true_57.jpg,true
153,Image shows members of the NYPD wearing 'I Can Breathe' shirts mocking the death of George Floyd.,images/true_57.jpg,miscaptioned
154,"Photograph shows police officers arrest a black male in Rochester, Minnesota in 2019.",images/true_58.jpg,true
155,Photograph shows police officers attempting to arrest a black FBI agent during the George Floyd protests in 2020.,images/true_58.jpg,miscaptioned
156,"Photograph shows police officers arrest a black male in Rochester, Minnesota in 2019.",images/false_58.jpg,out-of-context
157,"Image of Justine Damond, a white woman, was killed by a police officer named Mohamed Noor in Minneapolis in 2017.",images/true_59.jpg,true
158,"Image of Ricky Ellsworth, a white woman, was killed by a black police officer in Minnesota in 2020.",images/true_59.jpg,miscaptioned
159,"Image of Justine Damond, a white woman, was killed by a police officer named Mohamed Noor in Minneapolis in 2017.",images/false_59.jpg,out-of-context
160,"Photograph shows McDonald's burning in November 2016 after a grease fire started in Lebanon, Pennsylvania.",images/false_60.jpg,out-of-context
161,"Photograph shows Jonathan Riches, a supporter of U.S. President Donald Trump who is also a former federal inmate, wearing a 'Make Whites Great Again' hat.",images/true_61.jpg,true
162,Photograph shows former Minneapolis police officer Derek Chauvin wearing a 'Make Whites Great Again' hat.,images/true_61.jpg,miscaptioned
163,"Photograph shows Jonathan Riches, a supporter of U.S. President Donald Trump who is also a former federal inmate, wearing a 'Make Whites Great Again' hat.",images/false_61.jpg,out-of-context
164,Image shows Brian Cash at a protest against lockdown orders implemented in Michigan as a result of the COVID-19 coronavirus pandemic.,images/true_62.jpg,true
165,"Image shows Rob Cantrell, a member of the far-right group Proud Boys, screaming at an officer during an anti-lockdown protest in Michigan in May 2020.",images/true_62.jpg,miscaptioned
166,Image shows Brian Cash at a protest against lockdown orders implemented in Michigan as a result of the COVID-19 coronavirus pandemic.,images/false_62.jpg,out-of-context
167,"Photograph shows swastika flag bearing the names of Trump and Pence displayed at a Bernie Sanders rally, in Boise, Idaho in March 2020.",images/true_63.jpg,true
168,Photograph shows swastika flag bearing the names of Trump and Pence displayed at the Operation Gridlock protest in Michigan in April 2020.,images/true_63.jpg,miscaptioned
169,"Photograph shows swastika flag bearing the names of Trump and Pence displayed at a Bernie Sanders rally, in Boise, Idaho in March 2020.",images/false_63.jpg,out-of-context
170,Image shows a naked person is using bedsheets to escape a building in a stealth promotion created for the television series 'The Royals'.,images/true_64.jpg,true
171,Image shows a fully naked 'Filipino looking child is using bedsheets to escape from an upper story of Buckingham Palace.,images/true_64.jpg,miscaptioned
172,U.S. President Donald Trump said 'I don't care how sick you are. [...] Get out and vote' during a campaign event in November 2016.,images/true_65.jpg,true
173,U.S. President Donald Trump said 'I don't care how sick you are. [...] Get out and vote' during the COVID-19 coronavirus disease pandemic.,images/true_65.jpg,miscaptioned
174,U.S. President Donald Trump said 'I don't care how sick you are. [...] Get out and vote' during a campaign event in November 2016.,images/false_65.jpg,out-of-context
175,Image from comedic youtube video during the COVID-19 pandemic showing a person using violent tactics to enforce social distancing in Kenya.,images/true_66.jpg,true
176,Image from video taken during the COVID-19 pandemic showing a member of the Maasai tribe - employed by the Kenyan government - whipping people in Kenya who refused to obey the government's self-quarantine orders.,images/true_66.jpg,miscaptioned
177,Image from comedic youtube video during the COVID-19 pandemic showing a person using violent tactics to enforce social distancing in Kenya.,images/false_66.jpg,out-of-context
178,Photograph shows a soldier rescuing a starving donkey during the Algerian War in 1958 by carrying it on his back.,images/true_67.jpg,true
179,Photograph shows a soldier carrying a donkey on his back during World War II to prevent the animal from inadvertently setting off landmines.,images/true_67.jpg,miscaptioned
180,Photograph shows a soldier rescuing a starving donkey during the Algerian War in 1958 by carrying it on his back.,images/false_67.jpg,out-of-context
181,Photograph shows anti-surveillance protesters tearing down a 'smart' lamppost in Hong Kong in August 2019.,images/true_68.jpg,true
182,Photograph shows people in China tearing down a 5G tower in an attempt to stop the spread of COVID-19 coronavirus disease.,images/true_68.jpg,miscaptioned
183,Photograph shows anti-surveillance protesters tearing down a 'smart' lamppost in Hong Kong in August 2019.,images/false_68.jpg,out-of-context
184,Air Force One during U.S. President George W. Bush's trip to the annual NASCAR race in 2004.,images/true_69.jpg,true
185,Air Force One during U.S. President Donald Trump's visit to the Daytona 500 in February 2020.,images/true_69.jpg,miscaptioned
186,Air Force One during U.S. President George W. Bush's trip to the annual NASCAR race in 2004.,images/false_69.jpg,out-of-context
187,"Image of a mother fox feeding fox cubs near Montréal, Canada in 2009.",images/true_70.jpg,true
188,Image of a mother fox suckling koala joeys caught up in Australian bushfires in the winter of 2020.,images/true_70.jpg,miscaptioned
189,"Image of a mother fox feeding fox cubs near Montréal, Canada in 2009.",images/false_70.jpg,out-of-context
190,Photograph of a mass of people at the 50th anniversary celebration for the Golden Gate Bridge.,images/true_71.jpg,true
191,Photograph of pedestrians swarming the Golden Gate Bridge during its 1937 opening ceremony which almost collapsed.,images/true_71.jpg,miscaptioned
192,Photograph of a mass of people at the 50th anniversary celebration for the Golden Gate Bridge.,images/false_71.jpg,out-of-context
193,"Image shows a life-size statue of a horse in an apartment in Galena, Illinois.",images/true_72.jpg,true
194,"Image shows a horse that was discovered to be living in an apartment in Preston, Lancashire.",images/true_72.jpg,miscaptioned
195,"Image shows a life-size statue of a horse in an apartment in Galena, Illinois.",images/false_72.jpg,out-of-context
196,Aerial view of red-tinted clouds snapped by a meteorologist during a sunset over Hawaiian waters.,images/true_73.jpg,true
197,"Aerial view of red-tinted clouds taken over Australia, where a series of massive bushfires was raging across the continent in 2020.",images/true_73.jpg,miscaptioned
198,Aerial view of red-tinted clouds snapped by a meteorologist during a sunset over Hawaiian waters.,images/false_73.jpg,out-of-context
199,A 3D visualization showing all the areas which have been affected by fires in Australia in 2020.,images/true_74.jpg,true
200,A photograph taken by the International Space Station shows bushfires raging across Australia.,images/true_74.jpg,miscaptioned
201,A 3D visualization showing all the areas which have been affected by fires in Australia in 2020.,images/false_74.jpg,out-of-context
202,"Image shows thousands of people at a parade in honor of the 2019 NBA Champions, the Toronto Raptors, taken in June 2019.",images/true_75.jpg,true
203,"Image shows a rally in Toronto, Canada, in support of the impeachment of U.S. President Donald Trump in 2019.",images/true_75.jpg,miscaptioned
204,"Image shows thousands of people at a parade in honor of the 2019 NBA Champions, the Toronto Raptors, taken in June 2019.",images/false_75.jpg,out-of-context
205,A photograph shows a miniature figurine of a chickadee bird.,images/false_76.jpg,out-of-context
206,Photograph of a Greta Thunberg look-alike shooting a gun.,images/true_77.jpg,true
207,Photograph of teenage environmental activist Greta Thunberg shooting a gun.,images/true_77.jpg,miscaptioned
208,Photograph of a Greta Thunberg look-alike shooting a gun.,images/false_77.jpg,out-of-context
209,"Image shows a vampire hunting kit created by the Rag N Bone Emporium, an Etsy shop that specializes in macabre art pieces.",images/true_78.jpg,true
210,Image shows a vampire hunting kit from the early 19th century.,images/true_78.jpg,miscaptioned
211,"Image shows a vampire hunting kit created by the Rag N Bone Emporium, an Etsy shop that specializes in macabre art pieces.",images/false_78.jpg,out-of-context
212,"Image of Nancy Pelosi meeting with Mexican President Enrique Peña Nieto, kicking off a three-country tour to discuss security, trade, migration and human rights.",images/true_79.jpg,true
213,Image of mexican drug lord 'El Chapo' plotting with Democrat Nancy Pelosi to maintain open borders.,images/true_79.jpg,miscaptioned
214,"Image of Nancy Pelosi meeting with Mexican President Enrique Peña Nieto, kicking off a three-country tour to discuss security, trade, migration and human rights.",images/false_79.jpg,out-of-context
215,Image of a plant native to the Himalayas called the Rheum nobile.,images/false_80.jpg,out-of-context
216,Image shows a face projector that enables to change ones face within seconds that is an Art project created by students at the Utrecht School of Arts.,images/true_81.jpg,true
217,Image shows protesters in Hong Kong using wearable projectors to foil facial recognition technology.,images/true_81.jpg,miscaptioned
218,Image shows a face projector that enables to change ones face within seconds that is an Art project created by students at the Utrecht School of Arts.,images/false_81.jpg,out-of-context
219,Image shows a group of people playfully gathered around their co-worker who was found sleeping at work.,images/true_82.jpg,true
220,Image shows a group of people playfully gathered around their co-worker after he died of a heart attack.,images/true_82.jpg,miscaptioned
221,Image shows a group of people playfully gathered around their co-worker who was found sleeping at work.,images/false_82.jpg,out-of-context
222,"Image shows a crowd of people during a 'crusade' by the religious group 'In His Name Ministries' in November 2014 in Nikomazi, South Africa.",images/true_83.jpg,true
223,Image shows a crowd of people at the 'Area 51 Raid' in September 2019.,images/true_83.jpg,miscaptioned
224,"Image shows a crowd of people during a 'crusade' by the religious group 'In His Name Ministries' in November 2014 in Nikomazi, South Africa.",images/false_83.jpg,out-of-context
225,"An image shows shacks by Roma people in Paris, France in 2015.",images/true_84.jpg,true
226,An image shows a village of shacks in Los Angeles in 2019.,images/true_84.jpg,miscaptioned
227,"An image shows shacks by Roma people in Paris, France in 2015.",images/false_84.jpg,out-of-context
228,"A photograph shows empty supermarket shelves in Moriyama, Japan after a devastating tsunami in March 15, 2011.",images/true_85.jpg,true
229,A photograph shows empty supermarket shelves due to the ill effects of socialism.,images/true_85.jpg,miscaptioned
230,A photograph from the 1977 ballet 'Blaubart' by the late German dancer and choreographer Pina Bausch.,images/true_86.jpg,true
231,A photograph shows patients in an abandoned Russian psychiatric institution.,images/true_86.jpg,miscaptioned
232,A photograph from the 1977 ballet 'Blaubart' by the late German dancer and choreographer Pina Bausch.,images/false_86.jpg,out-of-context
